,SJHBBBM4X52,SJHBBBM4JQZ,SJHBBBM5SGJ,SJHBBBM5TXY,SJHBBBM2GV5,SJHBBBM39BT,SJHBBBM67H6,SJHBBBM2BBR,SJHBBBN9RBJ,SJHBBBM4PX3,SJHBBBN9RDM,SJHBBBN9R9H,SJHBBBM588V,SJHBBBN9RFN,SJHBBBM55F5,SJHBBBM5GW9,SJHBBBM5PY5,SJHBBBM52XR,SJHBBBM5YWS
ENSG00000158786,49,0,30,9,60,3,0,1,2,1,0,0,1,0,0,0,1,0,0
ENSG00000187980,2,26,2,0,35,2,50,180,28,15,12,21,38,1,0,42,19,14,5
ENSG00000162543,109,256,81,27,194,39,493,1782,136,152,167,255,149,121,10,511,180,151,37
ENSG00000158816,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ENSG00000162545,57,7,8,17,16,5,36,7,4,4,14,11,4,6,0,117,3,6,7
ENSG00000090432,806,946,891,749,1683,691,1420,819,803,584,1670,770,350,413,208,1115,671,1836,990
ENSG00000183114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000158825,20,3,3,1,2,3,1,1,0,0,0,3,1,12,0,12,3,1,0
ENSG00000158828,1142,1013,927,473,1995,704,1267,2933,412,710,723,992,657,820,623,1812,607,779,139
ENSG00000244038,5676,5934,6556,6355,16350,7389,7762,13550,5115,4198,4749,6611,2636,4405,3287,7960,4083,8378,3025
ENSG00000117245,41,94,87,79,84,111,0,966,49,74,56,368,45,56,3,65,165,177,5
ENSG00000189410,5,1,4,1,4,1,4,3,3,0,8,1,1,4,0,3,1,3,3
ENSG00000127483,18911,19549,16418,8958,56699,23995,11104,30425,5410,11760,6122,9852,4774,6555,6597,14386,5802,10805,5393
ENSG00000075151,6836,9344,6874,8727,13541,7223,7926,15115,3360,4482,6190,5018,2876,3124,3501,6393,4149,7240,4299
ENSG00000117298,1139,697,513,821,1487,498,745,556,360,342,370,639,119,712,192,1404,164,616,543
ENSG00000142794,320,3704,959,1167,6290,1428,1463,1663,600,1165,313,520,165,455,606,437,400,51,66
ENSG00000162551,14,78,4,2,88,12,0,12,1,8,0,4,0,10,1,12,0,5,2
ENSG00000076864,713,239,35,191,1935,991,82,177,4,15,64,765,8,4800,47,34,184,1560,296
ENSG00000090686,6668,7368,6592,5515,11620,6280,7009,11311,3473,3474,3627,4509,1960,3404,2462,4814,2963,6607,2660
ENSG00000187942,624,212,2798,415,2294,324,89,904,220,0,14,45,34,96,12,17,148,1412,187
ENSG00000142798,6005,7287,2695,4157,5353,4624,7519,8348,1066,468,1264,2555,1887,2583,1736,1755,939,1752,1603
ENSG00000219073,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000070831,14124,18413,13508,15998,22178,14665,25144,25386,21725,10110,25707,21765,7016,10668,7907,13516,14530,16330,20086
ENSG00000162552,167,89,36,158,74,47,0,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000184677,7042,8558,6645,6092,14188,7253,6069,8580,2804,2142,3682,4737,1348,2934,1938,5798,2437,8106,2310
ENSG00000070886,0,2,2,7,1,1,0,0,1,0,2,0,1,0,0,1,0,1,1
ENSG00000173372,12,3,8,11,7,0,7,1,27,7,14,6,2,0,1,16,3,6,1
ENSG00000159189,10,0,1,24,7,0,5,3,31,0,18,1,0,0,0,3,1,0,1
ENSG00000173369,12,1,4,22,6,0,7,1,21,6,8,2,1,0,3,5,0,1,3
ENSG00000133216,835,49,2198,140,834,77,1,3,0,0,3,2,3,1,0,0,0,5,100
ENSG00000215906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004487,7088,8307,7968,11167,12566,7898,13551,14372,5829,4867,11687,10418,3249,4348,2958,5431,5569,8738,5099
ENSG00000169641,2878,3557,4238,4554,6617,2841,13114,5477,10411,1385,12731,11794,4174,3797,1448,2517,7335,8143,15628
ENSG00000179546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000125944,12691,14229,13873,12783,26371,16850,16556,28540,8308,11872,14858,11744,4299,5629,7122,11905,8897,9473,7597
ENSG00000125945,635,1248,938,767,1343,1182,720,1029,508,342,845,683,216,343,290,690,458,331,146
ENSG00000204219,51,35,45,58,24,16,30,32,148,5,33,51,10,65,5,72,12,10,1
ENSG00000088280,341,240,125,780,559,71,1121,1403,1132,215,1551,1094,414,455,430,711,415,202,48
ENSG00000007968,3997,4499,1379,8034,7334,10190,46952,41735,14438,10371,26233,14340,8219,12445,11309,25815,17988,7974,4896
ENSG00000117318,819,9623,777,2577,1519,5048,15103,17326,1576,1560,12457,9622,1366,4236,4531,9590,5652,268,1405
ENSG00000011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000057757,1870,1697,1808,2972,3689,1921,2651,4585,1596,1392,2545,2593,782,2309,1043,1638,1589,2938,1662
ENSG00000011009,2568,2502,3143,2263,7135,3207,1972,4351,1404,1462,1370,1667,733,1303,1015,1989,876,2457,680
ENSG00000117308,376,386,445,341,1158,482,542,1055,151,309,167,259,192,252,238,423,168,343,54
ENSG00000117305,875,1151,1244,497,2100,959,633,2344,208,871,332,412,334,467,455,789,202,739,105
ENSG00000179163,2029,3402,2641,1034,5797,4108,1205,2503,676,770,1266,497,564,522,967,2682,374,645,353
ENSG00000188822,5557,5813,378,3571,15386,6462,6600,8381,1751,2453,4416,3664,1636,225,3067,4617,2845,2972,3616
ENSG00000189266,6656,8012,8830,9005,9592,10768,8156,12616,4880,5662,9360,7660,2376,4064,3855,6440,6757,5573,5929
ENSG00000188529,29284,20965,24164,53148,26191,26170,68516,33911,33477,12951,50570,27523,10709,11698,11984,13944,30833,40244,39477
ENSG00000142661,0,0,0,1,0,2,37,19,0,0,16,0,1,1,4,0,5,0,0
ENSG00000142677,3,0,0,0,2,2,182,313,6,4,70,6,4,3,83,3,67,4,3
ENSG00000185436,148,63,18,24,51,62,1827,3260,730,799,1771,981,449,326,1193,1235,968,222,276
ENSG00000158055,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0
ENSG00000001460,253,84,156,10,605,269,128,545,96,166,102,157,83,126,115,88,80,141,50
ENSG00000001461,2248,1090,2222,436,2930,1118,1287,4412,989,1035,715,1099,468,917,852,1249,619,927,338
ENSG00000117602,1824,1187,1102,817,1078,881,855,2427,1195,966,853,1616,268,543,540,1069,545,380,211
ENSG00000184454,3,2,0,0,0,2,5,6,19,1,9,8,2,6,0,0,1,1,4
ENSG00000133226,7059,8242,8016,10935,12513,9113,13923,13737,8394,4276,11318,9515,2732,4810,3092,5723,7550,11230,10847
ENSG00000169504,3501,5206,3001,8121,4692,3876,7859,6113,4122,2668,6736,4275,1180,1934,1637,1561,3693,2349,7289
ENSG00000020633,4671,879,685,2218,1104,739,5700,2986,4034,2114,2545,4826,490,2292,841,4649,881,594,186
ENSG00000117614,3143,3524,2737,8530,4825,3438,4592,4332,5066,2067,7426,5731,1478,3058,1540,2877,3763,7750,4729
ENSG00000117616,11083,14794,12721,10507,19359,12582,7561,15413,8892,7091,8073,9076,3250,8463,4827,7189,4754,18391,6230
ENSG00000187010,39,24,27,20,363,59,21,2,1,12,4,285,0,1148,16,7,17,406,83
ENSG00000183726,3543,4311,3474,3813,6286,4068,4192,6263,2698,2918,5625,3342,1006,1781,1850,3355,2558,3251,1450
ENSG00000188672,504,53,41,63,727,115,73,114,16,10,27,653,7,2750,39,6,206,850,181
ENSG00000204178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000157978,1310,1169,807,292,1502,902,2025,6771,1402,966,650,1279,965,1406,910,2238,760,841,282
ENSG00000117643,178,143,113,95,88,64,59,88,118,27,45,131,10,155,18,223,33,44,39
ENSG00000162430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117640,2043,2234,3537,1561,4404,2612,1507,3331,539,1007,1089,1014,680,832,1128,1836,755,2074,299
ENSG00000127423,70,70,69,75,178,147,172,335,59,99,77,119,71,139,94,104,91,266,52
ENSG00000182749,600,563,2278,336,1177,479,432,684,364,98,187,294,184,162,173,175,242,1627,119
ENSG00000117632,26090,47641,25382,31720,91513,63447,38333,64444,16712,27527,21788,18264,9452,9297,17136,23889,15508,15961,9253
ENSG00000158006,1848,2699,2549,2208,3029,2687,617,728,192,331,339,312,125,225,237,588,243,717,238
ENSG00000158008,4,4,4,0,12,4,2,0,2,1,1,1,0,0,0,0,1,3,0
ENSG00000158014,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0
ENSG00000158022,3,0,0,0,12,0,12,6,0,0,0,14,1,8,0,0,0,15,4
ENSG00000175087,1118,1184,1096,1657,933,1166,1155,1580,910,532,1516,1094,217,399,396,585,970,851,256
ENSG00000197245,1,0,0,1,0,0,8,0,0,0,1,4,0,9,0,0,0,10,6
ENSG00000282872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142684,134,190,213,119,585,335,264,361,478,166,169,297,97,323,108,185,100,665,533
ENSG00000142675,244,138,203,182,548,51,183,573,219,95,285,194,62,139,56,221,169,373,100
ENSG00000188782,0,0,1,2,0,0,1,1,1,1,2,1,0,1,0,1,2,1,0
ENSG00000130695,1988,2266,1670,1401,5719,3178,1666,4429,1231,1999,1113,1324,781,1549,1070,2233,768,1979,738
ENSG00000142669,9409,15018,4669,6243,27242,10105,14454,12398,5263,4022,6674,7683,2531,4778,2344,5667,3857,12427,8753
ENSG00000158062,2400,2591,2578,2428,6364,3687,3462,3823,2368,1055,2081,2418,824,1441,1398,2336,1657,4075,2038
ENSG00000169442,17072,19548,15503,15407,51211,23158,8398,18857,10554,4126,6092,10434,2585,5173,9157,19323,4333,13793,5179
ENSG00000176092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176083,1489,109,87,164,70,40,129,43,22,22,48,66,13,39,12,133,22,24,2
ENSG00000131914,0,0,1,1,10,1,0,1,1,3,1,0,0,0,1,2,1,7,1
ENSG00000117682,1149,1214,1501,1087,2621,1268,1484,1957,627,560,736,648,312,553,465,1031,592,1211,498
ENSG00000198830,21729,18129,16425,31232,47182,32333,49682,59094,15579,19108,17220,22697,11183,12156,10565,20577,18776,18106,9014
ENSG00000117713,19518,18138,19428,18387,35644,16332,19816,27154,8193,7369,12139,11074,4125,5854,4805,11745,7940,11277,9793
ENSG00000060642,991,846,1124,915,3296,1536,431,1188,314,308,295,281,266,286,275,543,215,361,74
ENSG00000204160,3253,3142,3709,2800,7513,2896,3944,4667,2155,1547,2374,2832,1128,1535,1235,2779,1522,2675,1215
ENSG00000175793,19,16,22,31,25,11,76,24,39,8,76,41,13,14,7,12,34,30,29
ENSG00000142751,2319,2385,2255,2887,4666,2719,2419,4171,1579,1168,2768,2065,873,1171,958,2107,1711,2878,843
ENSG00000198746,1218,863,938,1746,1883,879,1738,2131,923,633,1525,1488,456,708,616,1038,906,1830,959
ENSG00000090273,3672,4216,4124,3713,11703,4643,3665,9174,2802,3222,3056,3647,1269,3039,1876,3306,2046,5447,2306
ENSG00000131910,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0
ENSG00000175707,109,215,73,33,577,417,3,11,0,0,1,6,17,13,8,62,2,0,1
ENSG00000253368,412,869,276,2298,1790,2563,16,29,5,4,0,3,11,3,14,19,0,4,3
ENSG00000158246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000090020,1231,1156,1597,813,2329,1149,1065,2368,664,622,664,897,402,550,491,1139,544,674,756
ENSG00000142784,6803,7196,6713,4072,17291,6930,7975,12898,2983,3478,3055,4938,2500,3474,2915,6992,2840,5720,1565
ENSG00000186501,1821,2094,1777,1988,4987,2043,1331,2603,743,830,805,1117,407,1256,537,1465,681,2386,672
ENSG00000142765,6298,2612,3340,5492,10898,2549,5982,8926,3770,3041,2625,3324,1906,2399,1127,5454,1575,4797,338
ENSG00000142733,326,211,124,306,672,553,195,406,140,46,101,79,75,102,54,144,32,363,131
ENSG00000142748,1,0,1,10,0,1,6,1,4,0,3,2,2,0,0,0,0,4,2
ENSG00000174950,0,2,1,62,10,0,11,0,8,0,14,6,4,2,0,0,4,2,0
ENSG00000181773,17,17,22,56,207,31,43,172,146,57,42,103,40,49,52,96,37,130,152
ENSG00000158195,47430,58493,43920,41161,116422,80689,25000,48567,16638,16293,12477,16630,10955,12883,11762,25743,9028,12176,4046
ENSG00000126705,6792,12441,7261,8564,29729,15508,10621,9952,3509,4564,6235,3615,4306,2003,2493,9246,2654,3513,756
ENSG00000000938,3003,792,365,237,626,357,331,495,53,221,153,390,66,444,139,2433,149,265,63
ENSG00000126709,773,462,4601,3563,2549,557,1061,1162,1638,962,1230,2154,199,841,269,512,237,4206,640
ENSG00000009780,1263,1304,1152,1087,1857,1081,968,1486,557,544,780,641,249,370,302,850,441,768,489
ENSG00000117758,1800,1916,2127,1295,2591,1611,1955,2509,1096,792,2148,1640,486,667,741,1064,1322,1248,1541
ENSG00000117751,2474,3203,3059,2904,5483,3698,2459,5803,1185,2048,2515,2371,891,1125,1395,2847,1864,2037,1013
ENSG00000130775,10069,7584,11593,24290,19503,7769,30676,8760,13971,5096,32226,25472,7078,11589,4595,5013,13359,3226,6572
ENSG00000117748,2564,3419,2229,909,6074,3865,1230,9729,937,2588,654,1526,1306,1403,1948,3162,751,1503,355
ENSG00000130768,42,14,48,6,28,6,13,34,17,7,12,10,17,23,2,13,4,10,2
ENSG00000158156,601,716,650,288,2143,748,659,1674,230,562,385,582,347,642,414,750,281,270,55
ENSG00000158161,1698,1652,2073,1280,4097,1745,1706,2586,627,938,857,911,409,709,560,1213,652,1353,375
ENSG00000169403,151,58,83,32,192,66,41,116,13,51,35,35,9,42,10,151,9,51,21
ENSG00000126698,4598,5536,5295,4324,11868,5880,5461,11079,2946,4288,4758,4747,2022,3410,2601,5100,3267,4223,2570
ENSG00000130770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130766,1530,1195,2104,1922,4514,1146,1560,595,283,274,869,950,703,650,428,575,653,372,370
ENSG00000130772,342,710,543,211,1219,799,174,997,112,379,147,169,90,165,188,433,111,288,39
ENSG00000204138,4435,4442,4116,4901,8267,5031,5629,6018,2428,2142,3592,3240,964,1420,1287,3042,2292,2391,1914
ENSG00000180198,2241,2487,1978,1703,8214,3061,3401,7413,1523,3898,2490,2956,1236,2236,2030,2606,1184,3923,1290
ENSG00000180098,1164,1600,1125,632,2998,1488,924,2132,442,721,398,586,344,750,492,1205,324,904,221
ENSG00000120656,646,734,662,325,2034,783,387,1453,395,669,272,415,281,464,444,890,216,467,153
ENSG00000188060,14,44,9,7,24,55,8,39,11,9,2,12,8,17,11,27,3,3,0
ENSG00000162419,1293,1770,1196,1315,2517,1407,1630,2867,1003,717,1076,1203,468,654,399,1001,724,1243,997
ENSG00000198492,4073,5577,4733,7836,7720,5451,6960,7364,5296,2720,6633,6149,1563,2583,1916,3160,4032,5950,5119
ENSG00000116329,1,3,0,7,8,4,4,4,2,0,3,0,0,0,1,0,4,0,2
ENSG00000159023,11800,12699,9056,9029,21617,13533,7555,22877,4699,6737,4658,11052,2536,8495,4064,12020,5991,9589,2976
ENSG00000253304,21,15,15,10,15,13,9,30,5,6,6,11,1,13,3,11,7,17,6
ENSG00000116350,8829,7453,8818,9646,11082,6952,19233,14366,6356,4575,10445,7691,2076,4215,2676,5294,5719,9369,8423
ENSG00000116353,669,537,859,377,2103,645,628,1283,363,440,325,446,243,482,283,445,281,811,274
ENSG00000060656,15,19,18,5,13,9,50,4,16,7,18,9,9,2,1,11,1,3,3
ENSG00000162510,172,59,54,382,143,34,467,59,437,38,405,288,52,112,45,86,146,156,362
ENSG00000162511,99307,108482,76358,118495,185607,132160,190733,181245,178932,74083,178408,156350,56017,76872,54091,88857,95940,41397,107424
ENSG00000162512,63,159,27,53,79,60,90,10,15,3,25,26,6,23,4,46,13,10,99
ENSG00000134644,8293,8404,8348,8676,11822,7740,9822,12225,4204,3138,8627,6624,1895,3193,2341,4679,4472,6400,8146
ENSG00000084628,66,38,32,16,456,103,36,7,5,0,7,0,7,2,5,3,0,0,0
ENSG00000060688,1826,1986,2208,1961,4589,2526,1861,3761,989,1461,1302,1426,498,1071,815,1714,928,1629,968
ENSG00000121766,989,1064,882,648,2566,1195,768,2220,332,708,358,437,300,458,566,1137,253,608,203
ENSG00000121769,0,0,0,2,1,0,0,0,2,2,2,0,0,0,0,0,0,2,9
ENSG00000168528,50,15,10,59,117,42,381,474,413,82,103,548,81,49,561,937,93,982,1629
ENSG00000142910,254,127,158,1,591,442,18,547,25,5,2,19,20,21,8,31,36,80,4
ENSG00000121764,99,286,117,419,455,211,104,673,9,30,41,50,54,19,103,731,35,450,7
ENSG00000162517,1733,2254,2449,1690,5225,2520,1804,4764,1245,1767,2287,2345,810,1475,1193,2473,1494,2274,971
ENSG00000084636,1,0,1,0,51,0,21,30,20,0,28,5,0,10,8,40,21,8,0
ENSG00000121753,121,53,59,202,120,92,130,90,53,17,37,19,42,9,6,240,33,48,47
ENSG00000134668,0,1,4,17,7,7,2,65,1,1,20,0,5,1,1,0,6,0,0
ENSG00000184007,15347,13738,10452,20809,19003,18103,16495,19383,18347,6176,15286,15218,3833,6886,4880,10815,9019,11292,15024
ENSG00000288678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000121774,10586,14721,12455,11816,23728,15603,15565,29309,9784,9460,12353,11431,4104,5692,6179,9735,7159,10013,8884
ENSG00000121775,1596,2072,2179,1954,3935,1823,1262,3914,791,1126,1135,1358,728,1041,766,1507,903,1354,573
ENSG00000025800,4270,4050,4726,3686,8244,3762,4557,6916,2672,1991,4352,4110,969,1979,1493,3116,2742,4716,3801
ENSG00000084652,4337,4710,5624,1811,15135,5012,1866,7616,1819,2680,1361,1865,815,1291,1827,3879,1068,3185,1343
ENSG00000160050,740,909,832,391,2739,1032,566,1822,354,415,162,378,305,494,349,782,213,505,44
ENSG00000160051,262,324,296,154,917,558,167,660,113,265,136,147,109,191,119,214,93,171,58
ENSG00000222046,2,5,3,2,6,7,3,5,3,5,1,0,0,1,4,1,0,2,1
ENSG00000160055,998,1159,1231,595,2697,1284,622,793,278,293,178,200,151,254,192,547,131,559,104
ENSG00000084623,4669,5610,4802,3873,13335,5863,6675,10495,4684,4306,4592,5963,2577,5237,2594,4826,3430,9328,4189
ENSG00000183615,110,100,27,85,258,121,28,60,40,41,28,13,19,6,16,85,7,26,8
ENSG00000182866,3943,3149,1107,2743,4165,2567,1092,3914,635,1241,577,1174,320,1144,625,4212,469,715,104
ENSG00000116478,10035,10615,6091,7457,28445,10124,6403,14560,3433,5140,2933,4241,2542,3371,3625,7055,3089,6697,1729
ENSG00000175130,11865,14212,5739,12362,48674,12880,20129,31673,9323,9942,6637,10171,3716,7852,5846,7998,7642,9835,5812
ENSG00000162526,78,55,54,29,114,62,32,175,21,37,25,23,12,9,32,51,12,21,3
ENSG00000225828,1524,985,1072,1474,2482,1000,3388,2360,1300,711,2429,1824,622,1241,796,1511,1401,1988,1501
ENSG00000160058,4796,4685,4574,3912,12037,4468,8842,8750,3491,2354,6885,5992,1896,4596,2330,5012,4072,5178,4750
ENSG00000254553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273274,0,0,2,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000160062,626,274,1113,353,386,169,53,184,228,0,332,165,5,62,62,72,25,324,416
ENSG00000176261,1060,731,1197,434,1646,697,361,791,310,451,330,361,125,389,228,599,190,571,194
ENSG00000162521,13713,17019,17497,11564,26363,17958,12606,31815,4882,9914,8253,8259,3335,4500,7202,11415,6315,9132,2981
ENSG00000162520,5,9,199,2,6,3,3,21,1,0,3,8,1,6,2,3,4,0,0
ENSG00000162522,363,678,2318,54,490,259,145,233,359,8,209,223,35,160,135,271,41,72,41
ENSG00000134684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116497,5978,5655,7216,5291,7563,5110,4186,9160,1962,2885,2066,2495,1037,1439,2317,3071,1854,4087,1017
ENSG00000160097,93,423,49,288,72,94,223,319,15,9,133,49,39,16,46,46,49,523,6
ENSG00000121905,5,0,5,0,8,6,3,10,4,7,3,1,3,4,0,0,1,2,6
ENSG00000121900,4,1,4,1,5,6,4,9,6,2,4,1,0,0,2,2,2,0,7
ENSG00000116514,1767,1483,1425,1230,1984,887,2352,2238,4474,2144,1428,2012,479,1329,897,1844,757,1122,860
ENSG00000004455,6095,6527,7231,3989,14565,8079,4606,14061,3437,5752,2608,4426,2002,3563,3638,5229,2498,6038,1899
ENSG00000142920,38,23,21,34,43,18,54,71,63,5,22,29,12,16,3,32,18,40,7
ENSG00000116525,674,888,813,1150,1317,1078,872,802,688,311,1185,801,260,315,257,855,448,801,540
ENSG00000160094,4014,3894,4347,4041,6838,3746,5285,7002,1519,1806,2875,2831,1081,1464,1276,2455,1858,2242,657
ENSG00000184389,10,16,12,35,8,8,41,6,27,5,7,17,1,7,2,3,15,16,27
ENSG00000134686,4770,7038,4838,8767,15041,6224,6680,8525,3510,2279,5507,5458,1448,2504,1829,4002,3810,5292,4922
ENSG00000121903,230,279,272,86,418,211,63,309,15,57,31,27,44,53,59,123,36,109,22
ENSG00000121904,873,12,0,2,1175,512,1,2,1,0,0,0,0,0,0,6,0,0,0
ENSG00000176256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142698,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163866,1289,1360,1503,816,2964,1447,867,2449,462,869,959,846,354,704,746,1545,597,1009,377
ENSG00000189280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187513,0,2,39,0,2,1,12,1,13,15,10,1,0,0,0,0,0,0,0
ENSG00000116544,774,39,595,70,440,35,161,103,42,7,47,72,38,127,48,44,64,127,72
ENSG00000284773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243749,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163867,2051,1243,2459,1531,1372,944,1415,2037,790,511,1225,1088,337,339,492,565,897,981,1021
ENSG00000197056,2397,1609,2793,1765,1413,1160,329,1727,309,578,217,325,264,142,454,378,216,344,179
ENSG00000116560,58809,43921,53848,102661,56795,36899,132570,62712,66915,18029,89322,73011,17817,34459,17424,19695,59402,80732,86004
ENSG00000146463,4523,6290,5035,5503,7157,5281,6505,10541,2617,2627,4302,4287,1402,1879,2114,3128,3219,4436,3332
ENSG00000142687,5237,5946,6339,4873,9393,5334,4431,7846,2300,2611,2879,3235,1501,2308,1738,4118,1997,3837,1364
ENSG00000020129,917,791,1391,555,2178,1030,638,2012,362,651,256,490,414,501,407,1029,315,904,215
ENSG00000116819,111,79,85,291,146,63,552,456,208,166,186,246,108,129,73,143,209,219,115
ENSG00000126067,3032,3731,4645,3143,7625,3622,4535,6993,2578,3206,4191,3680,1451,2244,1958,3220,2705,4406,2173
ENSG00000142686,422,329,225,258,857,359,495,965,292,344,173,252,167,267,222,289,208,392,182
ENSG00000092853,833,951,1020,1180,1806,1394,2424,3556,876,1646,1137,1357,430,815,715,1014,932,1439,992
ENSG00000134698,6267,6932,5794,4229,9152,5606,5793,9843,2053,2735,3220,3184,1667,1255,2397,4446,2414,3739,1601
ENSG00000092847,4738,5076,5876,3103,7775,4125,4388,8865,2240,2154,1952,2483,1219,1505,1724,3241,1703,2527,1100
ENSG00000126070,3451,3225,2905,2046,2926,1822,3107,5028,1114,990,1235,1143,601,599,781,1537,944,1796,822
ENSG00000092850,71,105,67,114,26,35,102,5,26,2,54,23,8,8,2,10,23,26,22
ENSG00000116863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171812,442,151,323,111,1053,227,29,156,36,5,6,179,14,61,24,8,67,45,44
ENSG00000054116,2273,2821,2542,1737,5852,2898,1515,4229,846,1369,1084,1400,759,1237,1032,2210,982,1921,630
ENSG00000116871,5437,6329,5120,7060,14359,6743,9417,11005,6365,3289,5602,8007,2227,4127,2419,5326,4737,10348,7781
ENSG00000054118,10252,12480,13663,5779,29385,13633,5298,17133,2959,5318,4923,5884,2017,3174,3326,7627,2929,3482,2047
ENSG00000214193,915,570,287,1341,2258,2202,506,554,223,68,359,148,162,125,75,285,199,261,64
ENSG00000142694,210,127,154,206,706,449,195,234,93,35,43,136,107,124,74,137,59,93,47
ENSG00000196182,4935,4005,6394,4700,14024,5609,4771,6357,2146,1901,2226,2804,1263,1667,1216,3532,1534,2049,868
ENSG00000181817,762,608,729,365,1941,790,247,1180,138,449,150,356,203,395,338,1012,136,480,90
ENSG00000116885,35,53,8,39,60,50,166,162,68,40,116,101,65,21,41,36,97,70,39
ENSG00000116898,1302,1232,1013,1097,3474,1514,2414,3139,1640,1139,1118,1780,813,1402,824,1532,1002,2404,785
ENSG00000119535,9162,5532,1808,5113,15760,3071,27144,59031,12159,5437,7192,32503,10640,19636,9247,7038,24481,1000,33
ENSG00000163873,0,12,3,3,3,11,0,1,1,0,0,3,0,0,0,1,3,0,0
ENSG00000163874,1279,651,673,1555,834,612,2416,1196,2703,318,1233,1894,291,1892,266,757,767,1026,1061
ENSG00000163875,2848,3072,2686,2163,5715,2610,2340,5061,1323,2247,1395,1928,969,1256,1274,2631,1246,2134,2164
ENSG00000163877,954,1172,1158,2638,1383,1201,2960,1870,1895,611,3802,1943,524,729,408,1084,1766,1914,1400
ENSG00000163879,2,9,2,38,5,4,6,50,0,1,1,2,4,0,0,3,1,0,2
ENSG00000134697,2110,2615,2670,2002,4912,2714,2629,5028,2155,1512,2061,2514,807,1830,1141,1959,1506,3986,3473
ENSG00000169218,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
ENSG00000116922,753,806,813,671,1373,1032,413,1935,174,428,253,473,263,514,446,909,299,471,200
ENSG00000134690,729,935,773,1094,3644,2587,801,4411,553,1387,444,1143,688,1339,858,1477,707,2038,523
ENSG00000183317,7,3,1,13,6,6,8,18,4,2,3,3,1,0,1,1,2,2,0
ENSG00000185090,330,262,462,92,517,370,55,750,299,130,34,145,87,166,560,357,80,229,108
ENSG00000196449,1235,979,1315,2867,1506,923,2003,1998,2139,935,1937,2023,652,1787,1680,1457,1305,3597,1639
ENSG00000197982,400,401,438,565,1310,439,867,1001,546,315,490,588,247,327,327,595,419,636,233
ENSG00000188786,1767,1651,2108,1213,2528,1392,1381,2749,882,838,1741,1420,438,616,690,1461,1039,1445,907
ENSG00000204084,2889,3504,4582,1645,6168,3565,3885,7198,1050,2012,1596,2662,788,1630,1588,2656,1003,3939,835
ENSG00000183431,4276,4526,4997,3292,10007,5234,4920,9896,2766,3646,3830,4247,1635,3326,2398,4225,2748,5115,2243
