Gene	SJHBBBM4X52	SJHBBBM4JQZ	SJHBBBM5SGJ	SJHBBBM5TXY	SJHBBBM2GV5	SJHBBBM39BT	SJHBBBM67H6	SJHBBBM2BBR	SJHBBBN9RBJ	SJHBBBM4PX3	SJHBBBN9RDM	SJHBBBN9R9H	SJHBBBM588V	SJHBBBN9RFN	SJHBBBM55F5	SJHBBBM5GW9	SJHBBBM5PY5	SJHBBBM52XR	SJHBBBM5YWS
CTC-204F22.1	10	8	10	2	2	1	6	21	4	1	0	1	1	1	4	1	1	8	0
CTC-205M6.1	76	94	74	28	227	123	20	148	25	102	11	49	17	26	40	109	10	53	8
CTC-207P7.1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-209H22.3	0	0	2	0	1	1	0	0	1	0	0	0	0	2	0	0	0	1	0
CTC-209L16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-215O4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-218B8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-218H9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-224D3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-228N24.2	0	0	0	2	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0
CTC-229L21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-232H10.1	0	5	0	0	1	0	1	0	2	0	1	2	1	0	0	1	0	0	0
CTC-232P5.1	158	86	52	181	198	127	93	131	68	39	36	86	37	103	47	116	52	51	5
CTC-232P5.3	4	9	25	2	1	0	10	4	2	0	0	3	0	2	0	6	0	1	0
CTC-232P5.4	3	6	2	1	17	3	6	3	5	1	2	3	1	1	0	1	1	20	1
CTC-233O10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-235G5.2	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	2	1	0
CTC-235G5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-236F12.4	2	5	0	0	0	1	0	1	0	1	0	1	0	3	0	2	0	2	2
CTC-239J10.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CTC-241F20.4	1	0	8	12	3	4	6	7	2	10	7	8	1	4	2	4	1	1	1
CTC-241N9.1	280	205	108	35	386	231	36	231	30	153	26	45	48	27	97	149	39	58	5
CTC-242N15.1	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	1	9	4
CTC-244M17.1	0	0	2	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0
CTC-246B18.10	19	32	21	23	135	21	27	51	57	25	12	32	4	15	18	14	19	48	19
CTC-246B18.8	10	15	14	6	17	3	3	30	3	2	12	3	2	2	3	4	3	1	2
CTC-248O19.1	32	43	15	52	49	25	49	63	91	34	16	23	18	6	12	103	10	38	12
CTC-250I14.3	2	3	6	2	6	2	2	6	0	4	4	3	3	1	1	4	0	3	0
CTC-250I14.6	5	18	9	27	50	10	21	17	52	9	23	20	12	34	20	29	10	20	27
CTC-250P20.1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-250P20.2	38	6	23	21	10	11	8	15	10	2	17	19	2	10	1	5	16	10	4
CTC-251D13.1	31	6	19	3	11	3	2	26	5	6	1	4	1	15	2	6	5	37	3
CTC-254B4.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-255N20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-258N23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-260E6.12	2	0	0	2	0	0	3	0	0	0	0	2	0	0	0	0	2	0	0
CTC-260E6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-260E6.3	75	46	51	28	68	59	63	382	19	36	17	9	18	6	25	15	16	14	4
CTC-260E6.4	369	256	194	284	372	517	422	2148	248	350	346	261	160	139	378	319	403	187	23
CTC-260E6.6	239	190	172	198	522	445	268	1199	135	181	161	193	99	116	197	215	211	167	21
CTC-260E6.7	2	2	0	3	9	6	5	27	1	2	0	0	1	0	3	1	0	5	0
CTC-260E6.9	0	1	0	2	1	0	1	5	0	1	0	1	0	0	0	0	0	1	0
CTC-260F20.3	143	104	168	138	311	103	94	204	46	76	94	37	15	20	26	60	58	109	100
CTC-261N6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-261N6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-261N6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-264K15.6	101	826	4	115	1595	58	1	0	6	2	1	0	1	2	0	0	4	0	0
CTC-264O10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-264O10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-265F19.1	16	9	29	2	19	7	24	24	8	6	1	4	5	5	6	3	4	7	3
CTC-265F19.2	5	6	9	0	27	7	9	28	3	4	2	3	3	4	1	4	2	4	2
CTC-265F19.3	1	4	1	1	3	1	3	6	0	1	4	5	2	0	0	3	2	1	0
CTC-265N9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-268N12.2	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0
CTC-268N12.3	5	4	5	0	0	0	5	15	2	0	0	1	0	0	0	1	0	0	0
CTC-270D5.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CTC-270D5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-273B12.10	15	5	5	7	17	4	10	8	3	0	1	5	0	5	0	2	1	8	1
CTC-273B12.5	0	0	0	4	2	0	0	2	1	0	0	0	0	0	1	1	0	0	0
CTC-273B12.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-276P9.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CTC-276P9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-276P9.4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CTC-277H1.6	21	28	52	3	19	7	44	37	9	9	13	3	4	4	9	12	6	15	3
CTC-277H1.7	14	14	21	44	3	7	11	33	17	3	33	11	7	2	10	6	13	8	8
CTC-278L1.1	3	3	1	1	6	4	2	1	1	0	0	4	0	0	0	2	0	2	0
CTC-280C13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-281F24.1	261	89	179	150	598	79	15	133	62	11	23	18	73	23	7	212	37	4	1
CTC-281F24.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-281F24.5	246	271	173	290	373	204	338	556	175	159	231	226	133	128	130	210	186	224	75
CTC-281M20.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-281M20.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-281M20.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-286N12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-287O8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-293G12.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-295J13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-296K1.3	2	0	1	4	0	0	2	4	1	1	6	0	0	0	0	0	1	0	3
CTC-296K1.4	5	4	5	4	5	2	4	1	0	1	0	1	2	2	1	0	0	3	1
CTC-297N7.1	27	20	24	14	50	24	10	42	7	12	15	4	6	16	9	10	2	18	2
CTC-297N7.10	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
CTC-297N7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-297N7.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CTC-301O7.4	79	38	129	28	293	37	207	499	56	101	92	101	58	50	63	179	71	143	10
CTC-303L1.1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-303L1.2	21	19	48	5	43	25	14	32	2	15	14	8	2	9	12	7	7	17	2
CTC-304I17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-304I17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-304I17.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-304I17.5	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0
CTC-304I17.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
CTC-305H11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-308K20.1	32	13	14	11	46	5	13	30	7	7	22	23	10	4	9	21	8	11	10
CTC-308K20.2	114	26	81	298	28	13	131	15	122	17	97	18	11	12	5	8	28	97	69
CTC-308K20.3	3	1	0	0	10	5	1	8	9	7	2	2	0	3	3	1	2	12	2
CTC-308K20.4	2	1	1	14	0	3	8	12	19	1	12	18	0	4	1	4	24	10	14
CTC-311G1.1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CTC-311G1.2	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0
CTC-312O10.2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CTC-312O10.3	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0
CTC-313D10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-320C6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-321K16.1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0
CTC-321K16.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-325H20.4	4	2	8	0	1	0	1	7	2	1	2	0	0	0	0	1	0	0	0
CTC-325H20.7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
CTC-325H20.8	3	0	0	1	31	0	26	30	0	0	8	2	0	1	0	0	2	1	2
CTC-325J23.2	29	38	32	8	48	52	6	107	1	45	5	1	1	2	22	11	2	7	0
CTC-326K19.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-327F10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-327F10.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-327F10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-329D1.2	53	66	68	127	200	89	49	108	57	68	44	40	25	47	21	90	46	66	14
CTC-329D1.3	0	1	2	0	1	2	0	0	0	1	2	0	0	1	0	0	0	2	0
CTC-329H14.1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1
CTC-332L22.1	32	26	28	127	37	19	47	11	55	19	46	35	8	7	10	17	31	7	16
CTC-336P14.1	4	2	2	14	6	2	3	5	5	2	4	3	3	0	2	2	3	5	4
CTC-338M12.1	3	1	2	5	1	2	3	2	3	0	4	5	1	2	3	4	0	3	3
CTC-338M12.13	39	21	38	6	42	4	74	107	13	8	21	4	2	8	3	5	23	14	1
CTC-338M12.2	1	0	1	0	3	1	1	3	3	1	0	0	0	3	2	4	0	5	2
CTC-338M12.4	870	1288	1108	347	1248	931	744	1987	568	694	629	258	117	183	225	481	293	492	138
CTC-338M12.5	35	47	23	31	97	25	30	66	77	38	35	46	14	35	33	35	24	84	25
CTC-338M12.6	18	9	17	20	4	3	25	11	14	11	15	8	1	4	8	12	6	40	12
CTC-338M12.7	4	0	19	3	9	0	2	1	0	1	2	1	1	0	1	1	1	1	1
CTC-338M12.9	19	14	15	8	35	7	39	42	16	14	10	6	4	5	4	5	9	12	5
CTC-339D2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-339F2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
CTC-339O9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-340A15.1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	2	2	1
CTC-340A15.2	75	604	579	1538	76	190	23	3	18	11	7	4	21	77	0	121	7	1515	666
CTC-340D7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CTC-340I23.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-343N3.1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
CTC-344H19.4	20	6	11	10	7	8	3	1	1	2	3	0	1	2	0	4	0	4	3
CTC-344H19.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-345K18.2	7	6	12	0	2	3	16	68	55	66	14	39	20	57	25	10	41	17	0
CTC-347C20.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CTC-347C20.2	9	8	3	6	12	5	0	0	0	0	2	0	0	0	0	0	0	0	0
CTC-348L5.1	4	3	2	7	10	0	1	2	0	0	0	0	0	0	0	1	0	3	1
CTC-350I8.1	3	1	5	8	7	10	8	4	25	5	4	6	1	4	1	3	5	6	1
CTC-351M12.1	139	136	141	26	175	223	30	176	31	197	18	20	12	28	54	109	35	50	8
CTC-353G13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-359D24.3	38	32	25	10	44	41	33	67	3	17	19	9	3	13	18	22	20	15	5
CTC-359M8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-359M8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-360G5.6	8	5	3	0	25	3	2	13	5	2	2	1	1	0	4	19	0	9	1
CTC-360G5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-360G5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-360J11.4	1	4	2	6	7	7	0	83	1	2	1	1	0	1	0	5	0	3	2
CTC-360J11.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-360J11.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-360J11.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-360P9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-360P9.4	0	1	0	0	14	7	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-366B18.2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-366B18.4	75	67	75	48	52	47	39	99	10	24	19	16	9	4	23	30	26	32	13
CTC-367F4.1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CTC-367J11.1	4	2	8	13	4	7	5	3	17	1	6	5	6	11	0	8	3	1	0
CTC-369A16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-369M3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-370J7.1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CTC-378H22.1	30	48	19	5	36	25	23	200	37	84	30	21	12	43	55	119	22	66	3
CTC-378H22.2	62	57	33	7	16	25	65	311	21	67	31	37	26	71	119	220	14	137	11
CTC-379B2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-384G19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-391G2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-394G3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-394G3.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-398G3.1	2	2	6	5	1	5	0	0	0	2	2	1	0	1	1	4	0	0	1
CTC-398G3.2	1	17	2	9	26	2	9	6	8	3	3	9	3	14	1	5	9	10	8
CTC-398G3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-400I9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-400I9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-400I9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-412M14.5	16	3	9	38	6	9	37	9	1	2	11	0	0	1	4	0	9	0	2
CTC-412M14.6	2	5	0	3	4	0	2	8	2	1	1	1	0	0	1	2	1	3	0
CTC-420A11.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-421K24.1	16	10	9	5	9	4	11	28	1	6	3	3	5	5	1	6	1	2	1
CTC-422A18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-422A18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-425F1.4	3	2	0	1	1	3	5	1	0	1	0	2	1	0	0	1	0	0	1
CTC-425K20.1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
CTC-425O23.2	453	178	467	154	366	96	279	489	60	67	74	50	25	49	43	83	41	100	46
CTC-425O23.5	245	241	354	80	321	110	427	473	62	68	80	46	67	87	45	105	52	111	17
CTC-428G20.1	0	2	0	1	1	0	0	3	0	3	1	1	0	1	2	2	0	0	0
CTC-428G20.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-428G20.6	15	24	14	21	69	44	7	55	7	23	9	12	8	5	9	32	7	16	5
CTC-428H11.2	138	89	147	73	75	37	82	131	45	45	27	27	16	13	8	36	25	58	40
CTC-429C10.7	0	0	0	0	4	0	5	0	0	0	0	1	0	0	0	1	1	0	1
CTC-429L19.3	24	18	45	4	16	19	7	30	1	16	4	6	0	4	16	12	2	17	5
CTC-429P9.1	0	0	0	0	1	2	0	5	0	2	2	4	0	0	2	0	0	2	0
CTC-429P9.2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CTC-429P9.3	898	707	759	607	803	577	774	1047	245	232	360	379	153	203	167	322	265	557	169
CTC-429P9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-429P9.5	369	271	299	242	233	190	257	380	75	75	96	132	50	58	79	144	105	174	46
CTC-430J12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-431G16.2	0	0	0	0	0	0	0	0	0	4	0	2	0	1	0	8	0	1	0
CTC-431G16.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-432M15.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-435M10.10	2	0	4	4	2	2	1	3	0	1	0	1	0	3	1	3	1	2	5
CTC-435M10.12	59	66	90	26	140	66	137	167	22	37	59	35	21	15	16	25	24	56	10
CTC-435M10.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-435M10.6	8	4	16	4	14	6	11	7	5	13	6	3	0	3	4	7	2	15	0
CTC-436K13.1	246	72	126	109	108	182	106	203	104	206	158	66	18	56	64	203	51	93	66
CTC-436K13.2	2178	1483	1686	741	4213	2796	205	137	85	251	119	34	15	45	24	131	33	59	38
CTC-436K13.3	67	13	38	26	30	22	92	84	34	44	51	11	9	4	17	25	14	24	25
CTC-436K13.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-436K13.5	95	42	46	55	99	67	40	197	40	150	21	33	10	32	61	150	23	81	26
CTC-436K13.6	1	0	0	0	0	0	2	19	10	4	13	4	0	4	9	1	2	7	3
CTC-436P18.1	1	7	2	1	2	2	4	15	1	4	0	1	1	1	2	2	0	3	1
CTC-436P18.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-436P18.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-436P18.5	8	14	2	5	8	3	9	11	7	8	12	5	0	2	7	10	3	5	2
CTC-439O9.1	13	4	23	1	10	4	0	0	0	0	0	0	2	0	0	7	0	0	0
CTC-439O9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-441N14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-441N14.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-441N14.4	0	2	0	2	0	0	1	1	1	0	1	0	0	0	0	0	1	3	1
CTC-444N24.11	1757	1651	1525	1129	1729	1057	1722	4646	558	883	626	583	217	335	533	1003	514	799	373
CTC-444N24.13	1	3	5	6	15	3	5	3	4	3	3	3	1	1	1	2	2	6	1
CTC-444N24.6	75	55	74	19	229	83	29	84	11	39	46	13	6	12	27	46	33	81	10
CTC-444N24.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CTC-444N24.8	156	188	141	324	182	119	211	314	99	88	310	116	35	81	82	217	95	230	48
CTC-444N24.9	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
CTC-445B21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-447K7.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-448D22.1	0	0	0	0	4	1	0	0	0	0	0	2	0	0	0	0	0	0	0
CTC-448F2.3	0	0	0	0	0	0	0	3	0	1	1	0	0	1	0	0	0	1	0
CTC-448F2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-448F2.6	93	62	70	87	45	34	55	120	15	9	19	15	17	13	17	22	23	42	12
CTC-448F2.7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-450M9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-451A6.5	3	0	0	0	5	2	10	17	0	0	0	2	0	0	0	0	1	0	0
CTC-451P13.1	64	151	23	97	248	113	107	153	151	40	90	107	45	94	40	94	56	191	99
CTC-453G23.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-453G23.5	0	1	2	1	4	0	1	4	1	0	1	0	0	0	2	0	0	0	3
CTC-453G23.7	36	20	38	21	59	21	30	57	9	25	16	3	5	9	11	10	6	24	5
CTC-453G23.8	2	4	6	3	31	8	1	6	2	10	1	2	2	2	5	8	0	15	2
CTC-454I21.3	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CTC-454I21.4	7	0	1	2	0	2	6	7	2	1	1	0	0	0	1	2	1	0	2
CTC-455F18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CTC-455F18.3	3	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0
CTC-457E21.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-457E21.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-457E21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-457E21.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-457E21.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-457E21.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-457E21.9	14	2	0	0	11	14	18	74	0	0	0	7	3	0	0	2	6	0	0
CTC-457L16.1	0	2	3	0	1	0	1	2	0	0	2	1	0	0	0	0	0	0	0
CTC-457L16.2	0	0	1	0	3	0	0	2	0	0	0	0	0	2	0	1	0	0	0
CTC-458A3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-458G6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-458G6.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-458I2.2	4	2	1	3	9	4	1	11	1	3	2	1	0	9	1	5	1	0	1
CTC-459F4.1	206	460	289	143	437	138	99	248	76	240	19	38	36	131	56	107	41	117	19
CTC-459F4.3	388	568	509	263	1499	666	148	710	67	246	116	105	62	104	150	292	64	346	39
CTC-459F4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-459F4.6	49	29	61	40	59	48	21	31	15	18	25	6	16	16	16	31	22	26	1
CTC-459F4.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-459F4.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-459F4.9	57	56	74	6	105	89	1	167	7	36	10	3	6	0	17	19	2	6	1
CTC-459M5.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CTC-459M5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CTC-461F20.1	63	23	55	125	161	27	62	66	57	25	27	43	8	14	24	33	29	18	4
CTC-461H2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-461H2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-462L7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-463A16.1	70	21	25	10	41	13	38	20	7	9	18	9	5	11	1	23	3	24	2
CTC-463N11.1	2	3	0	5	3	3	1	0	0	0	0	0	0	0	0	0	0	2	1
CTC-465D4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-467M3.1	1	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1
CTC-467M3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-467M3.3	4	1	1	2	5	1	0	1	1	0	2	0	0	0	0	0	0	0	0
CTC-470C15.1	0	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	1	3	0
CTC-470E21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-471C19.1	244	51	2	16	71	36	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-471C19.2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-471F3.5	199	156	203	105	92	76	185	262	73	36	73	55	32	39	44	58	40	144	46
CTC-471F3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-471J1.10	2	1	4	0	6	1	1	5	0	5	1	1	1	0	2	4	1	1	0
CTC-471J1.11	65	67	95	21	244	123	45	104	36	63	41	23	16	30	38	75	18	55	13
CTC-471J1.2	81	76	39	11	115	58	64	161	17	26	29	18	10	11	12	3	21	14	10
CTC-471J1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTC-471J1.9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CTC-472C24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
