,length
ENSG00000129244,3464
ENSG00000141510,5676
ENSG00000141499,5087
ENSG00000108947,3216
ENSG00000183914,17231
ENSG00000132510,7392
ENSG00000167874,874
ENSG00000183011,1943
ENSG00000182224,3980
ENSG00000170004,10335
ENSG00000179859,2951
ENSG00000170049,4580
ENSG00000262730,348
ENSG00000170043,1171
ENSG00000170037,6236
ENSG00000132518,4022
ENSG00000179593,3011
ENSG00000179477,2746
ENSG00000179148,3761
ENSG00000179111,1880
ENSG00000179094,7002
ENSG00000263620,460
ENSG00000220205,3241
ENSG00000179029,3943
ENSG00000196544,1836
ENSG00000178999,2241
ENSG00000178971,8533
ENSG00000178921,6471
ENSG00000125434,3952
ENSG00000108961,1420
ENSG00000198844,5292
ENSG00000184650,1352
ENSG00000184619,13509
ENSG00000263809,3087
ENSG00000189051,3070
ENSG00000166579,7956
ENSG00000133026,9009
ENSG00000161973,1756
ENSG00000183318,1063
ENSG00000185156,2256
ENSG00000276231,3565
ENSG00000141506,7506
ENSG00000065320,6415
ENSG00000170310,3455
ENSG00000166596,3066
ENSG00000154914,5084
ENSG00000184544,1301
ENSG00000214978,882
ENSG00000065325,5696
ENSG00000109047,2571
ENSG00000007237,10158
ENSG00000006788,6120
ENSG00000133020,6041
ENSG00000264424,6016
ENSG00000109061,6023
ENSG00000125414,6366
ENSG00000109063,6684
ENSG00000133028,10299
ENSG00000170222,1945
ENSG00000187824,3215
ENSG00000263429,1648
ENSG00000233670,3457
ENSG00000188803,8577
ENSG00000007174,16941
ENSG00000154957,2977
ENSG00000065559,5709
ENSG00000141052,8875
ENSG00000006740,9322
ENSG00000006744,7002
ENSG00000153976,4287
ENSG00000006695,6756
ENSG00000223510,779
ENSG00000125430,5369
ENSG00000109099,10398
ENSG00000125409,2600
ENSG00000239704,3255
ENSG00000259024,3097
ENSG00000175106,6752
ENSG00000241322,8980
ENSG00000251537,5514
ENSG00000221926,5640
ENSG00000187607,6754
ENSG00000255104,4387
ENSG00000214946,5699
ENSG00000170425,2551
ENSG00000214941,2559
ENSG00000011295,6054
ENSG00000141027,15404
ENSG00000108474,6162
ENSG00000166582,2850
ENSG00000170315,1567
ENSG00000187688,3381
ENSG00000181350,3735
ENSG00000141040,7997
ENSG00000197566,5093
ENSG00000170160,15568
ENSG00000266302,8802
ENSG00000240505,3554
ENSG00000133030,18404
ENSG00000179598,2578
ENSG00000264187,1693
ENSG00000154803,9786
ENSG00000141030,2972
ENSG00000205309,1961
ENSG00000141026,5985
ENSG00000108551,1748
ENSG00000133027,1720
ENSG00000108557,9708
ENSG00000072310,8243
ENSG00000175662,7863
ENSG00000171962,7332
ENSG00000171953,5553
ENSG00000141034,5095
ENSG00000108591,7404
ENSG00000091536,20000
ENSG00000091542,3601
ENSG00000131899,6590
ENSG00000177731,6308
ENSG00000177427,3906
ENSG00000177302,8224
ENSG00000176994,8297
ENSG00000176974,7281
ENSG00000214860,2040
ENSG00000171916,4754
ENSG00000189375,4155
ENSG00000240445,6240
ENSG00000171931,4388
ENSG00000171928,5746
ENSG00000141127,4734
ENSG00000154025,6451
ENSG00000188522,7836
ENSG00000154016,2498
ENSG00000189152,1973
ENSG00000072134,8517
ENSG00000108641,8488
ENSG00000166484,5196
ENSG00000166482,2102
ENSG00000128482,3652
ENSG00000142494,5719
ENSG00000072210,15331
ENSG00000180638,6691
ENSG00000108602,3878
ENSG00000083290,9868
ENSG00000108599,4839
ENSG00000128487,21248
ENSG00000170298,2670
ENSG00000214819,1048
ENSG00000124422,6777
ENSG00000109016,5544
ENSG00000178307,2187
ENSG00000274180,4931
ENSG00000034152,3775
ENSG00000184185,5455
ENSG00000260458,2196
ENSG00000256618,1249
ENSG00000109046,8602
ENSG00000141068,12178
ENSG00000266728,730
ENSG00000168961,5714
ENSG00000007171,4399
ENSG00000266202,582
ENSG00000232859,5380
ENSG00000087095,4769
ENSG00000109084,2929
ENSG00000109083,3227
ENSG00000109079,3889
ENSG00000004142,2670
ENSG00000244045,4559
ENSG00000274529,666
ENSG00000273171,851
ENSG00000004139,11105
ENSG00000109072,1904
ENSG00000076351,7954
ENSG00000258472,2625
ENSG00000007216,3226
ENSG00000109101,3641
ENSG00000109103,5090
ENSG00000087111,5903
ENSG00000109107,2612
ENSG00000076382,5218
ENSG00000167524,6978
ENSG00000007202,9232
ENSG00000132581,3213
ENSG00000109111,10508
ENSG00000167525,5061
ENSG00000109113,3303
ENSG00000160606,1336
ENSG00000160602,4412
ENSG00000076604,4573
ENSG00000173065,5514
ENSG00000132591,2240
ENSG00000132589,3390
ENSG00000167536,2952
ENSG00000109118,12227
ENSG00000179761,3814
ENSG00000063015,4962
ENSG00000196535,15035
ENSG00000221995,5337
ENSG00000108255,798
ENSG00000108256,10877
ENSG00000160551,17091
ENSG00000168792,3492
ENSG00000167543,4570
ENSG00000108262,5650
ENSG00000198720,4307
ENSG00000167549,4321
ENSG00000141298,12696
ENSG00000176927,6928
ENSG00000126653,4806
ENSG00000108576,6983
ENSG00000108578,5119
ENSG00000182271,1228
ENSG00000108582,12510
ENSG00000108587,9855
ENSG00000176390,4388
ENSG00000176208,7079
ENSG00000172171,2642
ENSG00000184060,3750
ENSG00000181481,2246
ENSG00000196712,27130
ENSG00000126861,3837
ENSG00000185862,2061
ENSG00000265118,1242
ENSG00000126860,3086
ENSG00000131242,15326
ENSG00000172301,1379
ENSG00000108651,6388
ENSG00000178691,6551
ENSG00000185158,6281
ENSG00000126858,6516
ENSG00000141314,5746
ENSG00000108666,5742
ENSG00000010244,15818
ENSG00000108671,7083
ENSG00000176749,3948
ENSG00000176658,8188
ENSG00000006042,5187
ENSG00000141316,1252
ENSG00000108684,5904
ENSG00000108691,1986
ENSG00000108688,863
ENSG00000172156,1005
ENSG00000108700,862
ENSG00000181374,823
ENSG00000108702,594
ENSG00000181291,6115
ENSG00000132141,4285
ENSG00000198783,2238
ENSG00000005156,12901
ENSG00000092871,8367
ENSG00000267618,2002
ENSG00000185379,11282
ENSG00000073598,1352
ENSG00000073536,5475
ENSG00000141161,5679
ENSG00000164729,2004
ENSG00000166750,10674
ENSG00000172716,5982
ENSG00000172123,3674
ENSG00000154760,9329
ENSG00000205045,3817
ENSG00000236320,7169
ENSG00000108733,2795
ENSG00000006125,7591
ENSG00000270647,5883
ENSG00000270885,3512
ENSG00000270765,3375
ENSG00000271447,3190
ENSG00000270806,1073
ENSG00000270379,2930
ENSG00000271503,1499
ENSG00000278023,1975
ENSG00000275722,1140
ENSG00000275152,1745
ENSG00000276409,3272
ENSG00000275688,1047
ENSG00000275718,1075
ENSG00000274736,742
ENSG00000275385,1405
ENSG00000277632,1494
ENSG00000275302,1795
ENSG00000274808,2844
ENSG00000276085,1469
ENSG00000276070,1397
ENSG00000274933,2288
ENSG00000260287,2065
ENSG00000274226,2065
ENSG00000275954,2117
ENSG00000273611,6687
ENSG00000278259,13072
ENSG00000277161,2832
ENSG00000278311,9705
ENSG00000278535,5379
ENSG00000278619,1839
ENSG00000273706,4913
ENSG00000275700,12155
ENSG00000278540,13022
ENSG00000278505,1920
ENSG00000276234,5637
ENSG00000276023,2439
ENSG00000275066,14243
ENSG00000278053,9528
ENSG00000275410,5821
ENSG00000273513,2116
ENSG00000274512,2248
ENSG00000274419,2116
ENSG00000278299,2063
ENSG00000278599,2076
ENSG00000274611,2063
ENSG00000278845,1704
ENSG00000277399,9250
ENSG00000274211,9005
ENSG00000275832,8080
ENSG00000277363,11665
ENSG00000273604,3255
ENSG00000275023,13576
ENSG00000277972,3118
ENSG00000277258,3510
ENSG00000277791,1168
ENSG00000276293,5784
ENSG00000273559,3715
ENSG00000275489,617
ENSG00000002834,7061
ENSG00000263874,3692
ENSG00000204952,2303
ENSG00000161381,9255
ENSG00000141748,3418
ENSG00000067191,7097
ENSG00000141750,3430
ENSG00000108306,11053
ENSG00000125686,8608
ENSG00000167258,12196
ENSG00000171532,6242
ENSG00000131771,4543
ENSG00000131748,5852
ENSG00000173991,960
ENSG00000141744,1162
ENSG00000161395,3619
ENSG00000141736,10321
ENSG00000141741,2037
ENSG00000141738,3597
ENSG00000161405,10129
ENSG00000186075,2257
ENSG00000073605,5905
ENSG00000172057,3752
ENSG00000204913,878
ENSG00000167914,2244
ENSG00000108344,4953
ENSG00000108342,2220
ENSG00000008838,6962
ENSG00000126351,7334
ENSG00000126368,2630
ENSG00000188895,7725
ENSG00000108349,6368
ENSG00000108352,5736
ENSG00000171475,8123
ENSG00000094804,5311
ENSG00000131759,4743
ENSG00000183153,4086
ENSG00000131747,6374
ENSG00000141753,2205
ENSG00000131746,4873
ENSG00000126353,2508
ENSG00000073584,18470
ENSG00000264058,5393
ENSG00000213424,3169
ENSG00000167916,1883
ENSG00000204897,1669
ENSG00000186393,1733
ENSG00000171446,1799
ENSG00000173908,1692
ENSG00000186395,2163
ENSG00000187242,2517
ENSG00000171431,1913
ENSG00000108244,2910
ENSG00000196859,1992
ENSG00000204889,2225
ENSG00000212899,735
ENSG00000212900,714
ENSG00000212901,739
ENSG00000221852,1183
ENSG00000204887,408
ENSG00000221880,991
ENSG00000188581,910
ENSG00000212725,776
ENSG00000214518,733
ENSG00000212724,875
ENSG00000213417,764
ENSG00000240871,992
ENSG00000204880,1162
ENSG00000241241,708
ENSG00000212722,1157
ENSG00000212721,1193
ENSG00000213416,1092
ENSG00000198090,1055
ENSG00000198271,902
ENSG00000171396,1100
ENSG00000196156,991
ENSG00000244537,776
ENSG00000198443,1241
ENSG00000240542,753
ENSG00000239886,1005
ENSG00000204873,1006
ENSG00000187272,1006
ENSG00000241595,967
ENSG00000198083,981
ENSG00000212659,1303
ENSG00000180386,1039
ENSG00000212658,1026
ENSG00000212657,1554
ENSG00000186860,799
ENSG00000006059,1303
ENSG00000131738,1616
ENSG00000131737,1751
ENSG00000094796,1615
ENSG00000108417,1743
ENSG00000171360,2691
ENSG00000108759,2005
ENSG00000197079,1778
ENSG00000126337,1865
ENSG00000171401,2913
ENSG00000171346,5969
ENSG00000171345,2336
ENSG00000171403,2296
ENSG00000186847,2255
ENSG00000186832,2477
ENSG00000128422,2996
ENSG00000173812,3623
ENSG00000184502,465
ENSG00000173805,6223
ENSG00000173801,4942
ENSG00000141696,3683
ENSG00000141756,4211
ENSG00000141698,2851
ENSG00000161594,2325
ENSG00000178502,7402
ENSG00000131473,5208
ENSG00000204815,3370
ENSG00000173786,7413
ENSG00000168259,12944
ENSG00000168256,5545
ENSG00000187595,5198
ENSG00000267221,3733
ENSG00000108771,3824
ENSG00000108773,3775
ENSG00000267261,1199
ENSG00000260325,549
ENSG00000108774,2759
ENSG00000089558,3788
ENSG00000161610,577
ENSG00000167925,4019
ENSG00000173757,6438
ENSG00000126561,6385
ENSG00000168610,11208
ENSG00000177469,3570
ENSG00000033627,10926
ENSG00000108784,2935
ENSG00000108786,1951
ENSG00000068120,4032
ENSG00000108788,4255
ENSG00000131470,2578
ENSG00000141699,5145
ENSG00000131462,4316
ENSG00000037042,2793
ENSG00000068137,4803
ENSG00000184451,2619
ENSG00000108797,6306
ENSG00000108799,6988
ENSG00000131477,1115
ENSG00000131475,2391
ENSG00000126562,5287
ENSG00000183978,1931
ENSG00000176563,3347
ENSG00000126581,6414
ENSG00000131467,5154
ENSG00000131480,2677
ENSG00000131471,4524
ENSG00000131482,4365
ENSG00000266967,3704
ENSG00000108825,2383
ENSG00000267060,2856
ENSG00000198863,4757
ENSG00000068079,1958
ENSG00000108828,3466
ENSG00000108830,4368
ENSG00000012048,9306
ENSG00000188554,8405
ENSG00000184988,3577
ENSG00000236383,3282
ENSG00000175906,1578
ENSG00000067596,10439
ENSG00000175832,3515
ENSG00000005102,2674
ENSG00000167941,2296
ENSG00000108861,4997
ENSG00000231256,3761
ENSG00000161647,4491
ENSG00000161649,4755
ENSG00000108852,6114
ENSG00000108849,995
ENSG00000131096,1181
ENSG00000161653,2751
ENSG00000091947,3029
ENSG00000161654,3116
ENSG00000141349,4551
ENSG00000108840,7618
ENSG00000125319,3005
ENSG00000161664,2233
ENSG00000168591,3709
ENSG00000087152,5301
ENSG00000108312,6993
ENSG00000004939,5125
ENSG00000108309,4904
ENSG00000013306,3526
ENSG00000030582,3524
ENSG00000161682,3570
ENSG00000005961,5695
ENSG00000186566,9737
ENSG00000180340,3779
ENSG00000180336,8611
ENSG00000180329,2855
ENSG00000161692,7146
ENSG00000073670,4813
ENSG00000182963,8716
ENSG00000131097,872
ENSG00000108883,10153
ENSG00000167131,3895
ENSG00000214447,3459
ENSG00000131095,11229
ENSG00000186185,4717
ENSG00000136448,8564
ENSG00000131094,1527
ENSG00000172992,2834
ENSG00000161714,6748
ENSG00000181513,3776
ENSG00000186834,3625
ENSG00000168517,2038
ENSG00000184922,7479
ENSG00000184361,1928
ENSG00000006062,5668
ENSG00000159314,10426
ENSG00000225190,9233
ENSG00000263715,2771
ENSG00000120088,3285
ENSG00000185294,2187
ENSG00000186868,15051
ENSG00000256762,445
ENSG00000120071,23858
ENSG00000228696,10305
ENSG00000176681,6506
ENSG00000238083,6756
ENSG00000185829,6508
ENSG00000073969,5005
ENSG00000108379,4266
ENSG00000158955,6909
ENSG00000108433,14366
ENSG00000262633,1876
ENSG00000179673,1098
ENSG00000004897,6824
ENSG00000198336,1636
ENSG00000259207,6340
ENSG00000259753,2785
ENSG00000178852,6678
ENSG00000141279,12881
ENSG00000108424,10305
ENSG00000198933,4280
ENSG00000073861,2625
ENSG00000006025,6572
ENSG00000159111,2771
ENSG00000141294,2819
ENSG00000141295,2999
ENSG00000189120,4045
ENSG00000167182,3642
ENSG00000108439,5226
ENSG00000167183,1524
ENSG00000108465,6077
ENSG00000005243,1866
ENSG00000082641,5883
ENSG00000108468,3044
ENSG00000002919,4133
ENSG00000141293,2646
ENSG00000120094,2486
ENSG00000173917,2456
ENSG00000120093,7425
ENSG00000182742,2002
ENSG00000120075,1859
ENSG00000108511,2604
ENSG00000260027,1520
ENSG00000120068,2404
ENSG00000170689,2586
ENSG00000159182,382
ENSG00000229637,640
ENSG00000159184,3039
ENSG00000170703,5097
ENSG00000136436,8303
ENSG00000159199,2615
ENSG00000159202,5715
ENSG00000159210,4995
ENSG00000159224,716
ENSG00000159217,9631
ENSG00000167080,8961
ENSG00000167083,1689
ENSG00000108798,2272
ENSG00000173868,2392
ENSG00000198740,11813
ENSG00000167085,5113
ENSG00000064300,4141
ENSG00000182575,5635
ENSG00000121067,6506
ENSG00000121073,5898
ENSG00000121104,3800
ENSG00000136504,11689
ENSG00000176358,1001
ENSG00000108813,3628
ENSG00000064195,2715
ENSG00000005884,9802
ENSG00000005882,5471
ENSG00000167100,7294
ENSG00000108819,4343
ENSG00000108823,2449
ENSG00000108821,9007
ENSG00000167105,3062
ENSG00000015532,5472
ENSG00000108826,3020
ENSG00000154920,3294
ENSG00000108829,4540
ENSG00000167107,5797
ENSG00000136457,1742
ENSG00000136444,4137
ENSG00000136449,6515
ENSG00000049283,4503
ENSG00000006282,5337
ENSG00000006283,10062
ENSG00000108846,9615
ENSG00000154945,4831
ENSG00000108848,8136
ENSG00000167117,3663
ENSG00000173714,3800
ENSG00000141232,2521
ENSG00000008294,11966
ENSG00000239672,3415
ENSG00000011052,1241
ENSG00000243678,2496
ENSG00000011258,7184
ENSG00000011260,2703
ENSG00000154975,4437
ENSG00000141200,2267
ENSG00000141198,7275
ENSG00000166260,7103
ENSG00000166263,18055
ENSG00000108924,6776
ENSG00000108960,3193
ENSG00000261873,3506
ENSG00000166292,2906
ENSG00000141179,5808
ENSG00000153930,7608
ENSG00000183691,1913
ENSG00000214226,2434
ENSG00000153933,10925
ENSG00000121060,9501
ENSG00000121058,3014
ENSG00000121064,3829
ENSG00000121057,5340
ENSG00000153944,22248
ENSG00000166329,805
ENSG00000181610,6379
ENSG00000180891,5666
ENSG00000136451,4913
ENSG00000266086,2270
ENSG00000136450,5781
ENSG00000264364,6807
ENSG00000141194,4927
ENSG00000255713,2083
ENSG00000121053,2719
ENSG00000011143,11285
ENSG00000167419,6433
ENSG00000005381,3527
ENSG00000005379,11389
ENSG00000213246,2079
ENSG00000285897,5828
ENSG00000108375,6329
ENSG00000176160,4118
ENSG00000108389,7475
ENSG00000108387,10135
ENSG00000121101,5325
ENSG00000266826,1486
ENSG00000108384,6068
ENSG00000175175,6560
ENSG00000108395,5482
ENSG00000182628,3233
ENSG00000068489,6743
ENSG00000265303,557
ENSG00000167447,3744
ENSG00000153982,3913
ENSG00000175155,8701
ENSG00000108406,5906
ENSG00000141367,11836
ENSG00000141378,4738
ENSG00000062716,6854
ENSG00000108423,3333
ENSG00000267318,481
ENSG00000189050,3399
ENSG00000068097,7045
ENSG00000167434,2418
ENSG00000170832,9522
ENSG00000141371,1209
ENSG00000062725,9890
ENSG00000170836,5044
ENSG00000141376,14101
ENSG00000121068,6082
ENSG00000121075,3996
ENSG00000253506,799
ENSG00000136492,10125
ENSG00000108506,8627
ENSG00000108510,12673
ENSG00000172421,3077
ENSG00000087995,6398
ENSG00000146872,8763
ENSG00000011028,6591
ENSG00000173838,4920
ENSG00000170921,22866
ENSG00000008283,5296
ENSG00000159640,8365
ENSG00000264813,4862
ENSG00000173826,4211
ENSG00000136485,6572
ENSG00000136463,2305
ENSG00000198909,6109
ENSG00000266173,10860
ENSG00000136490,4751
ENSG00000125695,2128
ENSG00000108588,4354
ENSG00000198231,8521
ENSG00000108592,5204
ENSG00000087191,4279
ENSG00000108604,3662
ENSG00000213218,1755
ENSG00000136487,1156
ENSG00000136488,1660
ENSG00000204414,1817
ENSG00000259384,1197
ENSG00000285947,1038
ENSG00000007312,2062
ENSG00000007314,8243
ENSG00000224383,4143
ENSG00000108622,3243
ENSG00000178607,19153
ENSG00000136478,9053
ENSG00000261371,7741
ENSG00000271605,1816
ENSG00000256525,4545
ENSG00000108654,9311
ENSG00000258890,7771
ENSG00000108854,7213
ENSG00000176809,7641
ENSG00000120063,6431
ENSG00000108370,7051
ENSG00000168646,5227
ENSG00000266076,1616
ENSG00000154240,7899
ENSG00000091583,1332
ENSG00000154229,11175
ENSG00000075429,10576
ENSG00000075461,3583
ENSG00000108878,1302
ENSG00000198265,15680
ENSG00000197170,5342
ENSG00000154217,7819
ENSG00000130935,4615
ENSG00000171634,15119
ENSG00000186665,2436
ENSG00000182481,7365
ENSG00000196704,5164
ENSG00000141337,6583
ENSG00000108932,4061
ENSG00000070540,3403
ENSG00000108946,6821
ENSG00000108950,6181
ENSG00000141338,11246
ENSG00000154258,9024
ENSG00000154262,14158
ENSG00000154263,8405
ENSG00000154265,13158
ENSG00000108984,16660
ENSG00000153822,6340
ENSG00000123700,5576
ENSG00000125398,3931
ENSG00000133195,5583
ENSG00000180616,7854
ENSG00000166685,5317
ENSG00000133193,3162
ENSG00000141219,4663
ENSG00000187959,1528
ENSG00000179604,4837
ENSG00000069188,11963
ENSG00000141540,5318
ENSG00000171595,2864
ENSG00000196169,5640
ENSG00000204347,1727
ENSG00000257008,1608
ENSG00000170412,7534
ENSG00000167851,2701
ENSG00000178789,2721
ENSG00000167850,1524
ENSG00000204345,1303
ENSG00000186407,3754
ENSG00000172794,5072
ENSG00000186074,2161
ENSG00000109062,2339
ENSG00000109065,4067
ENSG00000109066,4941
ENSG00000161509,8584
ENSG00000161513,3599
ENSG00000172782,2858
ENSG00000182040,3559
ENSG00000183034,3001
ENSG00000182938,2337
ENSG00000167861,6197
ENSG00000109089,3536
ENSG00000167862,1108
ENSG00000180901,5279
ENSG00000167863,3231
ENSG00000170190,3089
ENSG00000125449,2830
ENSG00000125458,1533
ENSG00000189159,3406
ENSG00000188612,3348
ENSG00000125450,5193
ENSG00000125447,6467
ENSG00000125445,3327
ENSG00000125457,3675
ENSG00000125454,3316
ENSG00000177885,4716
ENSG00000177728,9045
ENSG00000177303,5777
ENSG00000182173,4505
ENSG00000073350,7939
ENSG00000266714,13109
ENSG00000108469,8766
ENSG00000204323,5117
ENSG00000259120,1149
ENSG00000161526,8133
ENSG00000132470,6761
ENSG00000108479,2416
ENSG00000132475,6134
ENSG00000132478,5540
ENSG00000092929,7485
ENSG00000132471,5399
ENSG00000132481,3145
ENSG00000141569,3900
ENSG00000204316,3342
ENSG00000267426,5062
ENSG00000188878,6730
ENSG00000161533,8286
ENSG00000261408,3898
ENSG00000257949,1283
ENSG00000250506,1803
ENSG00000167880,7364
ENSG00000167881,7505
ENSG00000186919,4307
ENSG00000182687,1373
ENSG00000182473,10116
ENSG00000129654,2587
ENSG00000141576,7913
ENSG00000185262,1650
ENSG00000129646,5792
ENSG00000161542,6747
ENSG00000176170,4416
ENSG00000175931,6413
ENSG00000129673,2156
ENSG00000129667,7055
ENSG00000161544,2753
ENSG00000214140,5294
ENSG00000284526,5654
ENSG00000070731,3002
ENSG00000070526,3396
ENSG00000182534,9257
ENSG00000070495,5969
ENSG00000181038,1914
ENSG00000267168,479
ENSG00000161547,2976
ENSG00000092931,6587
ENSG00000167889,6438
ENSG00000129657,10356
ENSG00000184640,13772
ENSG00000078687,11111
ENSG00000141524,11730
ENSG00000167895,5459
ENSG00000187997,2763
ENSG00000108639,4051
ENSG00000167900,1845
ENSG00000183077,4048
ENSG00000089685,3815
ENSG00000204278,2602
ENSG00000184557,2734
ENSG00000087157,5058
ENSG00000187775,16110
ENSG00000108669,7754
ENSG00000055483,9235
ENSG00000035862,5633
ENSG00000178404,2759
ENSG00000108679,3422
ENSG00000171302,4422
ENSG00000173918,4755
ENSG00000167280,6288
ENSG00000167281,9873
ENSG00000182156,3522
ENSG00000173894,5671
ENSG00000141570,4125
ENSG00000141582,2891
ENSG00000167291,11579
ENSG00000141519,9961
ENSG00000171298,5236
ENSG00000141543,5780
ENSG00000141527,9509
ENSG00000181523,6661
ENSG00000181045,4903
ENSG00000173821,28570
ENSG00000173818,7253
ENSG00000171246,7020
ENSG00000141564,10302
ENSG00000176108,2118
ENSG00000175866,10288
ENSG00000181409,13177
ENSG00000225180,1805
ENSG00000141577,3966
ENSG00000167302,4762
ENSG00000224877,1339
ENSG00000157637,7907
ENSG00000266074,13491
ENSG00000184009,4052
ENSG00000186765,2038
ENSG00000185504,5353
ENSG00000182446,9540
ENSG00000182612,4745
ENSG00000185527,1095
ENSG00000204237,1600
ENSG00000185298,2389
ENSG00000214087,2457
ENSG00000185359,10849
ENSG00000262814,1009
ENSG00000262660,1922
ENSG00000183048,2621
ENSG00000215644,3236
ENSG00000225663,3726
ENSG00000182676,1449
ENSG00000185624,11132
ENSG00000141522,2875
ENSG00000183684,1583
ENSG00000141552,4027
ENSG00000183979,2161
ENSG00000185813,6872
ENSG00000187531,6134
ENSG00000197063,5241
ENSG00000183010,2886
ENSG00000185105,2452
ENSG00000185269,2913
ENSG00000169696,12097
ENSG00000169689,1531
ENSG00000169683,3603
ENSG00000169750,1473
ENSG00000169738,1879
ENSG00000169733,3865
ENSG00000169727,6155
ENSG00000169718,5999
ENSG00000169710,9321
ENSG00000176155,12394
ENSG00000141526,9236
ENSG00000141551,11024
ENSG00000173762,2741
ENSG00000141574,2909
ENSG00000182459,1935
ENSG00000181408,2178
ENSG00000181396,6404
ENSG00000169660,4541
ENSG00000178927,7237
ENSG00000141562,7919
ENSG00000141568,9986
ENSG00000141580,3542
ENSG00000141542,6164
ENSG00000141560,2944
ENSG00000167363,3831
ENSG00000141556,13537
ENSG00000141579,3158
ENSG00000175711,6891
ENSG00000176845,2711
ENSG00000173213,1633
ENSG00000101557,5987
ENSG00000079134,8102
ENSG00000158270,7343
ENSG00000177143,1735
ENSG00000079101,3846
ENSG00000176890,2421
ENSG00000132199,11390
ENSG00000176105,5100
ENSG00000141433,3877
ENSG00000101574,5724
ENSG00000080986,3554
ENSG00000101596,12447
ENSG00000132205,6469
ENSG00000101577,6629
ENSG00000101605,6434
ENSG00000101608,3032
ENSG00000118680,1738
ENSG00000177426,8121
ENSG00000170579,12078
ENSG00000231824,3117
ENSG00000198081,4144
ENSG00000082397,12203
ENSG00000206432,10638
ENSG00000154655,7959
ENSG00000088756,11912
ENSG00000101680,15857
ENSG00000206422,923
ENSG00000173482,9900
ENSG00000206418,2476
ENSG00000168502,12665
ENSG00000178127,2711
ENSG00000101745,12248
ENSG00000128791,4435
ENSG00000017797,8041
ENSG00000154845,8131
ENSG00000168461,5476
ENSG00000168454,3392
ENSG00000101558,11866
ENSG00000154856,5937
ENSG00000134265,5589
ENSG00000154864,15702
ENSG00000236396,1017
ENSG00000141404,8165
ENSG00000255112,3032
ENSG00000154889,6773
ENSG00000141401,3819
ENSG00000181626,4837
ENSG00000176194,1810
ENSG00000176014,3941
ENSG00000141385,6537
ENSG00000141391,2643
ENSG00000134278,6532
ENSG00000128789,2759
ENSG00000101624,6165
ENSG00000175354,8718
ENSG00000085415,10481
ENSG00000101639,9901
ENSG00000168675,35894
ENSG00000177150,4681
ENSG00000101654,6980
ENSG00000176136,1906
ENSG00000185231,3730
ENSG00000175322,15787
ENSG00000183206,7118
ENSG00000180777,6212
ENSG00000067900,11075
ENSG00000141449,10572
ENSG00000141446,5285
ENSG00000167088,4862
ENSG00000158201,4337
ENSG00000101752,10557
ENSG00000141448,3799
ENSG00000212710,4317
ENSG00000101773,5078
ENSG00000134508,6654
ENSG00000134490,5193
ENSG00000101782,4856
ENSG00000141452,3105
ENSG00000141458,9705
ENSG00000154065,6417
ENSG00000053747,14488
ENSG00000168234,7188
ENSG00000154040,3484
ENSG00000141447,8029
ENSG00000154059,4896
ENSG00000134489,3664
ENSG00000198795,6225
ENSG00000141380,6144
ENSG00000154611,1894
ENSG00000141384,4886
ENSG00000134504,8845
ENSG00000171885,5943
ENSG00000154080,11512
ENSG00000170558,8583
ENSG00000134762,7699
ENSG00000134755,12501
ENSG00000134765,4271
ENSG00000134760,7398
ENSG00000175065,4696
ENSG00000134757,5579
ENSG00000046604,6056
ENSG00000118271,2176
ENSG00000118276,5306
ENSG00000141437,1297
ENSG00000153339,9198
ENSG00000101695,6061
ENSG00000134758,3776
ENSG00000141441,7966
ENSG00000141434,2582
ENSG00000197705,4951
ENSG00000166960,4475
ENSG00000141431,13636
ENSG00000101746,6468
ENSG00000134769,13118
ENSG00000166974,6136
ENSG00000186812,8715
ENSG00000186814,8271
ENSG00000172466,8242
ENSG00000186496,6080
ENSG00000267140,455
ENSG00000153391,5073
ENSG00000141429,5126
ENSG00000141428,1616
ENSG00000141425,8442
ENSG00000141424,3683
ENSG00000134759,11060
ENSG00000075643,6303
ENSG00000134775,7965
ENSG00000134779,10569
ENSG00000150477,11137
ENSG00000101489,6329
ENSG00000078142,15170
ENSG00000152214,2045
ENSG00000132872,4308
ENSG00000152217,14344
ENSG00000132874,4736
ENSG00000141469,7182
ENSG00000197046,3449
ENSG00000152223,13730
ENSG00000152229,4120
ENSG00000152234,10908
ENSG00000152240,2119
ENSG00000152242,9577
ENSG00000141622,11419
ENSG00000167210,9213
ENSG00000101638,15673
ENSG00000078043,17535
ENSG00000167216,4783
ENSG00000288616,1641
ENSG00000275553,1218
ENSG00000288607,1641
ENSG00000288631,1641
ENSG00000206181,3050
ENSG00000167220,4679
ENSG00000267228,1786
ENSG00000134049,4233
ENSG00000215474,4151
ENSG00000175387,36426
ENSG00000184828,7610
ENSG00000134030,8115
ENSG00000101665,5033
ENSG00000141627,12343
ENSG00000177576,5747
ENSG00000101670,13089
ENSG00000167315,4920
ENSG00000266997,936
ENSG00000167306,10566
ENSG00000172361,1824
ENSG00000141644,6734
ENSG00000154832,3854
ENSG00000154839,2900
ENSG00000141639,7594
ENSG00000134042,5525
ENSG00000082212,15897
ENSG00000141642,3970
ENSG00000267699,1305
ENSG00000141646,13123
ENSG00000176624,7871
ENSG00000187323,13135
ENSG00000134046,5686
ENSG00000101751,9358
ENSG00000174448,1862
ENSG00000166845,6175
